tf,N,λ,F_eSTA,F_STA,F_ad,Wn_eSTA,Wn_STA,Tn_eSTA,Tn_STA,Mn_eSTA,Mn_STA,Sq_eSTA,Sq_STA,Λf,Λ0
0.2611111111111111,50,5,0.9984942387858134,0.996706627727749,0.7714750905166722,326.3330110039661,339.66062683369177,0.00027130797608521107,0.007212028196867948,0.0060204364835565825,0.047838215805657676,0.13086268013837604,0.1355245812651557,50.00000000000001,0.0
0.27070707070707073,50,5,0.9986536703049366,0.9969719925541212,0.7772158734822009,349.516290912208,359.9541693745938,0.00019091672687210348,0.0053819182443959335,0.006470809459796911,0.044030072373514785,0.1311930426979968,0.1338336286059291,50.00000000000001,0.0
0.2803030303030303,50,5,0.998796144109066,0.9972094271271343,0.7827432543632722,376.39035380636074,383.35218925076083,0.00017281232000954105,0.005384465096014424,0.006744945096548105,0.04056938825917187,0.13163430585309396,0.1323406569272452,50.00000000000001,0.0
0.2898989898989899,50,5,0.9989237642827216,0.997423410290752,0.7880341307839058,406.29037740237504,409.1766814848849,9.217848706555287e-5,0.004615685611497611,0.00687111329884339,0.037416726686688856,0.13215727164916038,0.13102626583490815,50.00000000000001,0.0
0.2994949494949495,50,5,0.9990382570439174,0.9976174652614138,0.793068974842136,438.64256215907574,436.8809198132647,5.2158277696889854e-5,0.0036534342218175198,0.006874777770256948,0.034538778787291655,0.132735695484354,0.12987498005183468,50.00000000000001,0.0
0.3090909090909091,50,5,0.9991410481807453,0.9977943863799379,0.7978321780257337,472.9603278988543,466.03276799331945,5.461575636189764e-5,0.003622656619128861,0.006779725280297512,0.031909185706958484,0.13334605712195152,0.1288743620643584,50.00000000000001,0.0
0.3186868686868687,50,5,0.9992333175684205,0.9979563674506988,0.8023123290343903,508.83772611173026,496.2978530271754,0.00011379286402046773,0.003255298253179717,0.006607470160815978,0.029504911688569106,0.13396748147047838,0.12801429556440622,50.00000000000001,0.0
0.3282828282828283,50,5,0.9993160325471622,0.9981051610333833,0.8065024109752019,545.9411446365733,527.4237393197944,0.00013765100170815003,0.003354028166313583,0.006378107400976348,0.02730660045610262,0.13458167897237616,0.12728641809551686,50.00000000000001,0.0
0.3378787878787879,50,5,0.9993900291150257,0.9982421864795166,0.8103999057030257,584.0005294025768,559.2254982429029,0.00015280332554823417,0.002888299044379039,0.006110558444724216,0.025297414832800035,0.13517303285853902,0.12668365806370183,50.00000000000001,0.0
0.3474747474747475,50,5,0.9994560616713475,0.9983686402934276,0.8140067954020147,622.8004789866171,591.5729498375156,0.00022581880809724453,0.002429114132063148,0.005821670540260014,0.023462742249958028,0.13572856718775714,0.1261998606389976,50.00000000000001,0.0
0.3570707070707071,50,5,0.9995148213589784,0.9984855292923842,0.8173294548685743,662.1720260889673,624.3797756450506,0.0002085398520534909,0.0022891766260357826,0.005526649732130546,0.021789878324204696,0.13623793249561517,0.12582947712003845,50.00000000000001,0.0
0.36666666666666664,50,5,0.9995669494874209,0.9985936990867074,0.8203784317763742,701.9851786213801,657.594347487698,0.00024942714560438617,0.0020786300458652818,0.005237897206313533,0.020267808507743075,0.1366933293905841,0.12556731567570462,50.00000000000001,0.0
0.37626262626262624,50,5,0.9996130417387153,0.9986939161435093,0.823168116756191,742.1424224437952,691.1920664895142,0.0002738476112540411,0.001908500024683235,0.004965890123774081,0.01888663349155693,0.13708938578321497,0.12540835159991784,50.00000000000001,0.0
0.38585858585858585,50,5,0.9996536567071681,0.9987868178977939,0.8257163100153392,782.573259655158,725.1691994811538,0.00026404711750416254,0.0016385248713390865,0.004718892452663887,0.01763739173666053,0.13742298071885609,0.1253475644232652,50.00000000000001,0.0
0.39545454545454545,50,5,0.9996893102356941,0.9988729801242414,0.8280436963846962,823.2294806535274,759.5379545577908,0.00028202662427645464,0.0015150769527849661,0.004502910368104817,0.016511747091515986,0.137693032781276,0.12537982914847196,50.00000000000001,0.0
0.40505050505050505,50,5,0.9997204908216742,0.9989529084035693,0.8301732453263253,864.0806594001319,794.3222726396685,0.000294275714907144,0.001369020452557379,0.004322131072962939,0.015502171204600176,0.13790024050443914,0.12549983047589428,50.00000000000001,0.0
0.41464646464646465,50,5,0.9997476523810791,0.9990270639615735,0.8321295568107276,905.1103611718431,829.5539697674828,0.0003009764659722691,0.0012065320964538273,0.004178779957182413,0.014601292400705446,0.13804682052874728,0.12570201044194865,50.00000000000001,0.0
0.42424242424242425,50,5,0.9997712187131188,0.9990958306498046,0.8339381772083653,946.313318315159,865.2696954105696,0.00030199343026282577,0.0011023959523015492,0.004093759577181043,0.013948052743738977,0.1381362233538422,0.1259805333234143,50.00000000000001,0.0
0.43383838383838386,50,5,0.9997915613074172,0.9991596672560278,0.835624911263565,987.693375969765,901.5090969019643,0.00028757551895353117,0.0009995060334944128,0.004007315441775228,0.013096349137366509,0.13817284828651002,0.12632929664708034,50.00000000000001,0.0
0.44343434343434346,50,5,0.9998091136940459,0.9992188926222021,0.8372151567093927,1029.261391102167,938.3134291116993,0.0002841915591744737,0.0008892298009044453,0.003976375620187274,0.012479125046222058,0.13816179917591181,0.12674191218938752,50.00000000000001,0.0
0.453030303030303,50,5,0.9998241716259517,0.9992738210840103,0.838733286790382,1071.0321157362018,975.723841305286,0.0002909211760382391,0.0007905065491087271,0.003978271601081162,0.01194354107045204,0.13810860050463813,0.12721174912684624,50.00000000000001,0.0
0.4626262626262626,50,5,0.999837013620352,0.9993247251087023,0.8402021030064581,1113.0213785005164,1013.7788970351797,0.0002654304553928455,0.000731230076489453,0.004011787008605992,0.011480674498065065,0.138018993393218,0.12773196730960468,50.00000000000001,0.0
0.4722222222222222,50,5,0.9998480317761045,0.9993719858132905,0.841642375961261,1155.2443570715143,1052.5124050226818,0.000253559395702041,0.0006291500653787807,0.004070272469349389,0.011086916340884819,0.13789875687223646,0.12829558560732854,50.00000000000001,0.0
0.4818181818181818,50,5,0.9998574208320901,0.9994158000501889,0.8430724866068962,1197.714891260716,1091.9522014390316,0.0002627731365834052,0.0005462186258853308,0.004149932172027792,0.010755326997399393,0.1377535011361613,0.12889550057617288,50.00000000000001,0.0
0.4914141414141414,50,5,0.9998653813360889,0.9994563844473079,0.8445081739310074,1240.4454339751976,1132.1205167804496,0.00023494040046756481,0.000517149101320058,0.004249470411822897,0.010476142818468889,0.13758856082470297,0.12952457595150718,50.00000000000001,0.0
0.501010101010101,50,5,0.9998722491591482,0.9994940778182531,0.8459623888547381,1283.4463390810733,1173.0344143555192,0.00023661961279231036,0.00047508552647457236,0.0043603381831399425,0.010247455868010558,0.13740891546315054,0.13017572229086624,50.00000000000001,0.0
0.5106060606060606,50,5,0.9998781318786816,0.9995290117494353,0.8474452483319602,1326.7234624673001,1214.704987173404,0.00025474011788872986,0.0004117928220637168,0.004478805248452437,0.01006240074909016,0.13721905877711021,0.1308419225748805,50.00000000000001,0.0
0.5202020202020202,50,5,0.999883186647804,0.9995613894893912,0.8489640788851177,1370.2761205626741,1257.1358043221715,0.00021441515229980723,0.00038018310721810167,0.004605461808246408,0.009909620120212948,0.1370229953154026,0.1315163364790437,50.00000000000001,0.0
0.5297979797979798,50,5,0.9998876600060935,0.999591463430954,0.8505235355750803,1414.0955818743018,1300.3208315533793,0.00021088908397359774,0.0003220718136631717,0.004729839110868148,0.00979097053101834,0.13682422002191072,0.13219236352195826,50.00000000000001,0.0
0.5393939393939394,50,5,0.9998915561855173,0.9996193063512857,0.8521257806346009,1458.1646075735505,1344.2429986435507,0.00017169099475466965,0.00031847968706699703,0.004853521497673978,0.009694357750740295,0.13662566874773135,0.13286367639741997,50.00000000000001,0.0
0.548989898989899,50,5,0.9998951501894395,0.9996452197698981,0.853770705728023,1502.4590103066669,1388.874708929426,0.00017446655231623254,0.000244385067738051,0.004968916034951974,0.009619589803900744,0.1364297971255463,0.13352433151652268,50.00000000000001,0.0
0.5585858585858586,50,5,0.9998984294810842,0.999669191998346,0.8554561831619056,1546.9487156195337,1434.178783702518,0.0001887195955063703,0.00026078250670025227,0.005073827613581421,0.009557382304129938,0.1362385251481447,0.1341687508969651,50.00000000000001,0.0
0.5681818181818182,50,5,0.9999014609610732,0.9996915425249859,0.8571783334488472,1591.5993259527743,1480.1108082255587,0.00014785117574689366,0.00019245882665330782,0.005178976659369153,0.009506648980976367,0.13605331346496974,0.13479185021152565,50.00000000000001,0.0
0.5777777777777777,50,5,0.9999043978618547,0.9997122839741175,0.8589317989875835,1636.372701077267,1526.6198733876581,0.00015022372235051762,0.00015107304296435586,0.005252872573791796,0.009462475319057487,0.1358751937935405,0.13538899324621023,50.00000000000001,0.0
0.5873737373737373,50,5,0.9999071642253041,0.9997315027894302,0.8607100171171167,1681.2266969345594,1573.6494735552053,0.00012486234268749286,0.00016277312830936808,0.005322674016907581,0.009415633592535829,0.1357047586201581,0.13595606979949984,50.00000000000001,0.0
0.5969696969696969,50,5,0.9999099409291162,0.9997494277722903,0.8625054872265717,1726.115990502824,1621.137725837157,0.00013459788839043085,0.0001472616473208177,0.005375073053866814,0.009369465270217413,0.13554225832710654,0.13648952430812464,50.00000000000001,0.0
0.6065656565656565,50,5,0.9999125711801161,0.9997660131373507,0.8643100297690325,1770.9920741569813,1669.0160860625826,0.00010157319429993095,0.00012820688954917614,0.005415231431912604,0.009314865106339313,0.1353875603117737,0.13698631318717433,50.00000000000001,0.0
