tf,full,full_orig,interm,interm_orig,sta
0.05,0.8101589862498705,0.8105818971652107,0.6721773018920295,0.6766844278189038,0.6589848968524864
0.05454545454545454,0.838256056490721,0.8368628671254373,0.7167277586063932,0.7212540095431661,0.703333906512865
0.05909090909090909,0.861932624612856,0.8590692671784461,0.7559946042731667,0.7604582628258852,0.7426256920146624
0.06363636363636363,0.8818812662692574,0.8779339999370898,0.7903230655841788,0.7946573055496429,0.7771680492849822
0.06818181818181818,0.8986837024303882,0.8939953976424646,0.8201244152401455,0.8242771129717626,0.8073354470475376
0.07272727272727272,0.9128371334507177,0.9076767153557663,0.8458407908044419,0.8497738027266675,0.8335344258138089
0.07727272727272727,0.9247660977384056,0.9193285083672823,0.867919542295322,0.8716073120632021,0.8561797847610179
0.08181818181818182,0.9348306673730787,0.9292498032801425,0.8867948307467685,0.8902226769616711,0.875677090705906
0.08636363636363636,0.9433341792138492,0.9376986804575763,0.9028754379621093,0.906037724639681,0.8924108567713125
0.09090909090909091,0.9505309067812481,0.9448981059622098,0.916537417329805,0.9194357549454609,0.9067372069703167
0.09545454545454546,0.9566333458611015,0.9510399753820973,0.9281204201457797,0.9307619934999386,0.9189799648580719
0.1,0.9618188137068613,0.956288508231276,0.9379266952818858,0.9403227721619589,0.9294292549899947
0.10454545454545454,0.9662352077857614,0.9607834317739388,0.9462219175118819,0.9483865693773978,0.9383418714576084
0.10909090909090909,0.9700059110447176,0.9646430256849927,0.953237236761055,0.955186273102232,0.9459428242429749
0.11363636363636363,0.9732339091227221,0.9679669961433784,0.9591720236157271,0.9609221352141648,0.9524276128666126
0.11818181818181818,0.9760052150307599,0.9708391322575268,0.9641969909784787,0.9657650812931534,0.9579648924580151
0.12272727272727273,0.9783917342206322,0.9733296591644275,0.968457407854201,0.9698600917842423,0.9626992914867958
0.12727272727272726,0.9804535852286225,0.9754974259761985,0.9720762490548013,0.9733294934124358,0.9667542143903216
0.1318181818181818,0.9822410968997763,0.97739167021723,0.9751571664529435,0.9762760470450611,0.9702345194030746
0.13636363636363635,0.9837964172775545,0.9790536358791595,0.9777872149469747,0.9787857677657359,0.9732290040249736
0.1409090909090909,0.9851548699778572,0.9805179064983455,0.9800393023197331,0.9809304477195966,0.9758126620480765
0.14545454545454545,0.9863460843712468,0.9818135367908174,0.9819743551041954,0.9827698767005827,0.9780486984268223
0.15,0.9873949355211683,0.982964996597891,0.9836432073983568,0.9843537709658299,0.9799903030205042
0.15454545454545454,0.988322328124863,0.9839929558157101,0.9850882287861662,0.9857234254419869,0.9816821939006686
0.1590909090909091,0.989145850324216,0.9849149323022386,0.986344713216296,0.9869131381396701,0.9831619464891237
0.16363636363636364,0.989880320194286,0.985745823354965,0.9874420726575598,0.9879513734503159,0.9844611485570661
0.16818181818181818,0.9905382438024388,0.9864983452339888,0.9884047993834959,0.9888617813371768,0.9856063317428272
0.17272727272727273,0.9911301774927516,0.9871833955572265,0.9892533443137705,0.9896640183792862,0.9866198433118609
0.17727272727272728,0.9916650751480423,0.9878103211794469,0.9900047570557131,0.9903744723543826,0.9875204757382952
0.18181818181818182,0.9921505115920998,0.9883871812898091,0.990673301759651,0.9910067631269186,0.9883240876561175
0.18636363636363637,0.9925929261768807,0.9889209657984591,0.9912709113618751,0.9915722728812623,0.9890440615407332
0.19090909090909092,0.9929977915291595,0.989417623926086,0.9918076320439297,0.9920805557739603,0.9896917582074345
0.19545454545454546,0.9933698145719607,0.9898823623658396,0.992291885094499,0.9925395904398447,0.9902767750845712
0.2,0.9937129833149014,0.990319650732098,0.992730768868635,0.9929561097435414,0.9908072722537165
0.20454545454545456,0.9940306905794905,0.9907332917715779,0.9931302470862615,0.9933357533543833,0.9912901677403667
0.20909090909090908,0.9943259292753249,0.9911265802070176,0.9934954333584003,0.9936832969979672,0.9917314505574776
0.21363636363636362,0.994601177910244,0.9915023326927581,0.9938305996596367,0.9940028239791355,0.9921361424581698
0.21818181818181817,0.9948586709899654,0.9918628512645199,0.9941394830286817,0.9942978063203635,0.9925086535321206
0.22272727272727272,0.9951002969413092,0.9922101159503676,0.9944251698694975,0.9945711506867091,0.9928527268043645
0.22727272727272727,0.9953276844486647,0.992545650723089,0.9946903549520643,0.9948253821114255,0.9931715934022805
0.2318181818181818,0.9955422270645454,0.9928707317068128,0.9949372842187179,0.9950626021252265,0.9934679964231243
0.23636363636363636,0.9957451035992606,0.9931862767572189,0.9951679771474011,0.9952846879843551,0.9937444020298902
0.2409090909090909,0.995937432806012,0.9934930710335546,0.9953840793069131,0.9954932295695526,0.9940028621510367
0.24545454545454545,0.9961200788863919,0.993791593536994,0.9955870765686344,0.9956895655080983,0.9942451751688995
0.25,0.9962938881254046,0.9940821541827464,0.995778218893263,0.9958748835131154,0.9944729662566522
0.2545454545454545,0.9964595585199293,0.994364975473451,0.9959586102967477,0.996050218407882,0.9946876043495912
0.2590909090909091,0.9966176707875515,0.9946400840060239,0.9961292315401777,0.996216488038856,0.9948903321897549
0.2636363636363636,0.996768804286007,0.9949074537961039,0.996290892679456,0.996374451167447,0.9950821863924153
0.2681818181818182,0.9969133932775055,0.9951669940454371,0.9964443410345463,0.9965248067291618,0.9952641416338162
0.2727272727272727,0.9970518860432545,0.9954185296684648,0.9965902421701764,0.9966681791491477,0.9954370006545169
0.2772727272727273,0.9971846088098173,0.9956619036417453,0.9967291262486216,0.9968050605433816,0.9956015090811784
