λ1,λ2,λ3,λ4,λ5,tf,N,Λ0,Λf,eSTA,STA
-6.809375953931389,-0.8556179340581582,-4.543664525738876,0.31157563047772857,-0.9871204705008976,0.09999999999999999,50,0.0,50.0,0.9550661679401635,0.9458311214626891
-5.641752225311138,-0.708844738701405,-3.764416462209369,0.25818927925339513,-0.8176953721168899,0.09999999999999999,60,0.0,50.0,0.9643349122085635,0.9570190490885243
-4.816336665985901,-0.6051027234224079,-3.213584827978538,0.22043914199237796,-0.6979664144238532,0.09999999999999999,70,0.0,50.0,0.9709760966577647,0.9650322789742203
-4.201792842984559,-0.5278718654487862,-2.803493985507737,0.19232768714205756,-0.6088467802696503,0.09999999999999999,80,0.0,50.0,0.975911002470656,0.9709847439161543
-3.726416121927042,-0.4681349436032804,-2.486281081976295,0.17057905761509032,-0.5399214590379113,0.09999999999999999,90,0.0,50.0,0.9796839646596613,0.9755343573730477
-3.3477192252302577,-0.4205498523633129,-2.233587882127611,0.1532515852346426,-0.4850216837505399,0.09999999999999999,100,0.0,50.0,0.9826358031560871,0.9790929162786718
-13.02207103881857,-1.7133063165604452,-8.510849439571142,0.5395350907340976,-1.5618866020126148,0.11999999999999998,20,0.0,50.0,0.9274499587851615,0.9082786694294518
-8.391604256464744,-1.0736899031487117,-5.472315419370146,0.3583502536557215,-1.0018026295111464,0.11999999999999998,30,0.0,50.0,0.9544370463465717,0.9422838671573139
-6.197652153131509,-0.7923013714514293,-4.0409872967406075,0.26498771982680813,-0.7392460328541417,0.11999999999999998,40,0.0,50.0,0.9684026777947804,0.9599476414990687
-4.915467174070502,-0.6282714711513905,-3.2047426485220614,0.21025174574494498,-0.5860311326065324,0.11999999999999998,50,0.0,50.0,0.9767298315056911,0.9704940245596785
-4.07355846695353,-0.5206025195337891,-2.655716126996304,0.17428539848297972,-0.4855078548799057,0.11999999999999998,60,0.0,50.0,0.9821308365802114,0.9773391882756328
-3.478139198747812,-0.44447162523841366,-2.26746270873676,0.1488376281157121,-0.41445319065758024,0.11999999999999998,70,0.0,50.0,0.9858441031245386,0.9820471140653427
-3.0347009221793497,-0.38778131664152465,-1.978328228170696,0.12987931512919432,-0.36155547736284116,0.11999999999999998,80,0.0,50.0,0.9885100406168307,0.9854278903524623
-2.6916064059988103,-0.34392395363257217,-1.7546307064253024,0.11520745359659584,-0.32063952114993927,0.11999999999999998,90,0.0,50.0,0.990489693758805,0.9879387026209541
-2.4182427009584364,-0.30898313889045814,-1.5764038305613994,0.10351531197659852,-0.288046660037853,0.11999999999999998,100,0.0,50.0,0.9920002081785427,0.9898546478411533
-9.910244708157236,-1.3229622865762702,-6.313623946842506,0.38936453698489376,-0.9145967748914068,0.13999999999999999,20,0.0,50.0,0.9522117323023097,0.937521743332765
-6.401626528992792,-0.8311499746721185,-4.0693651263774715,0.259966011893795,-0.5878290090633285,0.13999999999999999,30,0.0,50.0,0.9718655088163873,0.9629759037553126
-4.731678619579934,-0.6137514680928435,-3.0072698201741273,0.19246253002132693,-0.4339236665475702,0.13999999999999999,40,0.0,50.0,0.9813029358218086,0.9753256087551178
-3.7543184015195084,-0.48685779579643207,-2.3858775381253623,0.15280131702616526,-0.344042029463672,0.13999999999999999,50,0.0,50.0,0.9866501827256863,0.9823536799819501
-3.1120826008298224,-0.403510809927767,-1.9776168060999726,0.12671178879926562,-0.2850525695038727,0.13999999999999999,60,0.0,50.0,0.9899878464617333,0.9867517086611888
-2.6576634147834173,-0.34455377571916207,-1.6887786477820612,0.10823934958602953,-0.2433484957036718,0.13999999999999999,70,0.0,50.0,0.9922143278632587,0.9896904337723116
-2.3191249876344973,-0.30063970332823015,-1.4736127107454149,0.09447083358301443,-0.2122976668865095,0.13999999999999999,80,0.0,50.0,0.9937742226357581,0.9917517690232118
-2.057130571395926,-0.266659562522934,-1.3071054243551201,0.08381149520867065,-0.188278154929173,0.13999999999999999,90,0.0,50.0,0.9949094690664829,0.9932531836358355
-1.8483460214112437,-0.2395836769544148,-1.1744208048246705,0.07531459405381677,-0.1691435337576625,0.13999999999999999,100,0.0,50.0,0.995761059474292,0.9943803416453857
-7.823250157296074,-1.0549210521681405,-4.850586195725903,0.30196763948823035,-0.49988769435129954,0.15999999999999998,20,0.0,50.0,0.9660377637253335,0.9546528135790191
-5.066272318072851,-0.6645081287031411,-3.1344037965645906,0.2024585087838757,-0.3219491370951308,0.15999999999999998,30,0.0,50.0,0.9810387575783732,0.974369739460939
-3.747771205576682,-0.49105338394870623,-2.31818660124439,0.15007247041370536,-0.23767890656278115,0.15999999999999998,40,0.0,50.0,0.987814751791857,0.9834353191845243
-2.974919927751657,-0.3896698485639668,-1.8399371972549647,0.11922501115167389,-0.18844443914085957,0.15999999999999998,50,0.0,50.0,0.9915028995438198,0.9884096382963935
-2.4666692310392246,-0.3230332280636376,-1.5254841074676202,0.09890940320152797,-0.15613018167544504,0.15999999999999998,60,0.0,50.0,0.993738107795171,0.9914392105732077
-2.1068750497623707,-0.2758767721156231,-1.302908111405593,0.08451431813409623,-0.13328492929800484,0.15999999999999998,70,0.0,50.0,0.9951956776886675,0.9934213348551393
-1.838740441507646,-0.24074225876396346,-1.137049293719293,0.07377923878477505,-0.11627578615145988,0.15999999999999998,80,0.0,50.0,0.9961985384154839,0.9947885562657414
-1.6311798327001148,-0.21354994011757134,-1.0086680289363827,0.0654651014355286,-0.10311857232393006,0.15999999999999998,90,0.0,50.0,0.9969178248322019,0.9957710020373861
-1.465742360316961,-0.1918792401620103,-0.9063462725668249,0.05883564934710551,-0.09263738724348687,0.15999999999999998,100,0.0,50.0,0.9974508590710206,0.9965001365841735
-6.317635275083121,-0.8551156749612788,-3.8095031649695383,0.2519183994898228,-0.22671059318529196,0.17999999999999997,20,0.0,50.0,0.9741517959291747,0.9650386650354112
-4.101956598798333,-0.5401743610309656,-2.4682738068900596,0.16927425191453616,-0.1462710487251949,0.17999999999999997,30,0.0,50.0,0.9861961376743876,0.9809920563320704
-3.0370082788824373,-0.39947300514544937,-1.8270384461430422,0.1256225780311701,-0.10789632945676352,0.17999999999999997,40,0.0,50.0,0.9913692747872263,0.9880133834252411
-2.411788303182512,-0.3171153997237263,-1.4507316834679451,0.09986516452270736,-0.08549684398603519,0.17999999999999997,50,0.0,50.0,0.9940946467613883,0.9917555325801393
-2.0002901637844186,-0.26294605100634444,-1.2031114246697643,0.08288213308712225,-0.07080808609566491,0.17999999999999997,60,0.0,50.0,0.9957076631165758,0.9939864269957333
-1.70884026632832,-0.22459576560545322,-1.0277550870535763,0.07083951635481145,-0.06043013205089052,0.17999999999999997,70,0.0,50.0,0.9967405438016135,0.9954223625150952
-1.4915632810082058,-0.19601403368022638,-0.8970394106952572,0.0618541447114407,-0.05270702356598423,0.17999999999999997,80,0.0,50.0,0.997441195911654,0.9964000564674528
-1.3233283119542139,-0.1738885279061629,-0.7958354852687413,0.054892471011642775,-0.04673510251234766,0.17999999999999997,90,0.0,50.0,0.9979377514163958,0.9970950617718802
-1.1892095191871808,-0.15625293265264706,-0.7151593550990872,0.04933980307270866,-0.04197919403887277,0.17999999999999997,100,0.0,50.0,0.998302290830142,0.997606482690373
-5.168816428877093,-0.6966888474028172,-3.0317772452812037,0.22518669169766037,-0.048083720531028086,0.19999999999999996,20,0.0,50.0,0.9792706345605593,0.9716967122409409
-3.365116280101483,-0.4414543648602991,-1.9698683140194224,0.1513050594525841,-0.030965218539756405,0.19999999999999996,30,0.0,50.0,0.9893421536767769,0.9851169145932924
-2.4936409904322123,-0.32671915106948685,-1.459366436458052,0.11240276365854794,-0.02262918434994264,0.19999999999999996,40,0.0,50.0,0.9934887743166437,0.990807283396351
-1.9811694132638742,-0.2594594745853613,-1.159294741758651,0.08940755742390896,-0.01782716281349696,0.19999999999999996,50,0.0,50.0,0.9956144146444336,0.9937664816910936
-1.6435973422368808,-0.2151886255054004,-0.9616779750400349,0.07422990351931032,-0.014707347616942161,0.19999999999999996,60,0.0,50.0,0.9968480029366746,0.9954996475469762
-1.404383129379189,-0.18383239067210033,-0.8216616937023433,0.06346030579018522,-0.01251724989716297,0.19999999999999996,70,0.0,50.0,0.9976262332247172,0.9966002144043524
-1.2259848648651612,-0.16045621717838285,-0.7172534214958628,0.05542105419644717,-0.010895050343945981,0.19999999999999996,80,0.0,50.0,0.9981478446177213,0.9973415016296758
-1.0878175062217808,-0.142356493348083,-0.6363970825666355,0.049190289462964665,-0.009645163709768707,0.19999999999999996,90,0.0,50.0,0.998513740258924,0.9978637339860535
-0.9776472163207355,-0.1279273659957742,-0.5719289287485018,0.04421929566255581,-0.008652586690666195,0.19999999999999996,100,0.0,50.0,0.9987798544631957,0.9982449598424098
-4.258960160816308,-0.5662420900949829,-2.432580831677418,0.2130546990125872,0.06348908335372691,0.21999999999999995,20,0.0,50.0,0.9827577091515795,0.9762576809963902
-2.7805130245900975,-0.3600124292436822,-1.585168781337387,0.14291523364021452,0.04140392887195417,0.21999999999999995,30,0.0,50.0,0.9914242372764015,0.9878809777740477
-2.0622739045189618,-0.2666580836015547,-1.175406457811896,0.10625986052000708,0.03094696152767251,0.21999999999999995,40,0.0,50.0,0.9948644570958834,0.9926495443563947
-1.6392009368303255,-0.21184565780485334,-0.9341434819200626,0.08456227381576964,0.024714647825388666,0.21999999999999995,50,0.0,50.0,0.9965873200762645,0.9950768502159449
-1.360279081721343,-0.17574071053561774,-0.7751216533252184,0.07022835046748024,0.02057270447688013,0.21999999999999995,60,0.0,50.0,0.9975704044983817,0.9964766146664292
-1.1625219065538144,-0.15015662340837715,-0.6623919775967364,0.06005173178902627,0.01762013566089367,0.21999999999999995,70,0.0,50.0,0.9981824911128757,0.9973549100132026
-1.0149877148846072,-0.13107774960076812,-0.5783009753207566,0.05245218514602595,0.015408854464532216,0.21999999999999995,80,0.0,50.0,0.9985883355415706,0.9979409333082232
-0.9006941484383089,-0.11630206523526879,-0.5131619150113359,0.046560539171060664,0.01369078546617216,0.21999999999999995,90,0.0,50.0,0.9988706641360745,0.9983506191747787
-0.8095417888978105,-0.10452088814048105,-0.46121514398733415,0.041859077950453474,0.01231745247749409,0.21999999999999995,100,0.0,50.0,0.9990748435423125,0.9986481378104144
-3.52498473018267,-0.457252131351099,-1.9642101195752935,0.20970649580707992,0.1267090897830597,0.23999999999999996,20,0.0,50.0,0.9853016335709054,0.9795945316069576
-2.307969568885413,-0.29178884975989033,-1.2838543575856334,0.14035829546988002,0.08269516599410454,0.23999999999999996,30,0.0,50.0,0.992904673098409,0.9898638407953715
-1.7133544781420245,-0.21630684820569807,-0.9528536502903806,0.10443122178171922,0.06155815295408877,0.23999999999999996,40,0.0,50.0,0.9958260904977505,0.9939525677001901
-1.3624954763305925,-0.171914157692783,-0.7576244879182489,0.083140112009205,0.04903671918088302,0.23999999999999996,50,0.0,50.0,0.9972589308035151,0.9959937679089033
-1.130980547483334,-0.14264986355455958,-0.6288319019195204,0.06906421495284194,0.040750585615832266,0.23999999999999996,60,0.0,50.0,0.9980641096350821,0.9971543833351582
-0.9667466221773852,-0.12190327864760213,-0.5374822575402117,0.05906614642998221,0.03486097665628768,0.23999999999999996,70,0.0,50.0,0.9985595313480577,0.9978748504081933
-0.8441768789626165,-0.10642694647754297,-0.46931462792972856,0.05159756704607043,0.030459272866522568,0.23999999999999996,80,0.0,50.0,0.9988852066816826,0.9983517443189253
-0.7491976003303246,-0.09443849831974631,-0.41649605810565643,0.04580611817255034,0.027044746113165794,0.23999999999999996,90,0.0,50.0,0.9991105310930771,0.9986834227925439
-0.6734334581817247,-0.08487801736789659,-0.3743659690211295,0.04118380036598686,0.024318728707169623,0.23999999999999996,100,0.0,50.0,0.9992725985800286,0.9989230531514702
-2.93150857106746,-0.3664558642756011,-1.5976585902985798,0.21130739948116903,0.15591690230978839,0.25999999999999995,20,0.0,50.0,0.9872662447355084,0.9821809291264922
-1.925051885721683,-0.23476136405602846,-1.04753441800058,0.14116437078847383,0.10201928003237551,0.25999999999999995,30,0.0,50.0,0.9940222544414783,0.9913714984811922
-1.4304074568967635,-0.17418396191060648,-0.77818956766742,0.10509396380005569,0.07591548884188483,0.25999999999999995,40,0.0,50.0,0.9965405692557993,0.9949296276455205
-1.1380257148526938,-0.13849484196777576,-0.6190424841286337,0.08369595730878157,0.06045515873199614,0.25999999999999995,50,0.0,50.0,0.9977519847245508,0.9966740907796994
-0.9449263202268905,-0.11494889288759637,-0.5139589977882514,0.06954025977674509,0.05022860889721473,0.25999999999999995,60,0.0,50.0,0.9984231848355618,0.9976531616674418
-0.8078690002423328,-0.09824801864774961,-0.43938437090253246,0.05948152934976845,0.04296225146734765,0.25999999999999995,70,0.0,50.0,0.9988320669734243,0.9982553458907829
-0.7055432713587626,-0.08578551306319915,-0.38371366320893074,0.051965623672506976,0.03753303136597356,0.25999999999999995,80,0.0,50.0,0.9990991568553937,0.9986514515014923
-0.6262295120346434,-0.07612934655192298,-0.34056624679932795,0.04613634806215042,0.033322300457555985,0.25999999999999995,90,0.0,50.0,0.9992826593794912,0.9989252327768157
-0.562948514821204,-0.0684273995170268,-0.3061430177752163,0.04148315762961714,0.029961185593739836,0.25999999999999995,100,0.0,50.0,0.9994137198367745,0.9991218789897834
-2.4558080156865927,-0.2917603570431069,-1.312956345423564,0.21558142936754884,0.1625417054121397,0.27999999999999997,20,0.0,50.0,0.9888576068759453,0.9842811559083311
-1.617424864145281,-0.18764924796677906,-0.8635721534349646,0.14385771879635115,0.1066623718426053,0.27999999999999997,30,0.0,50.0,0.9949083827695592,0.9925717257410157
-1.2029222471839471,-0.13935413325368606,-0.6421292143170597,0.10715751691700454,0.0793930268723634,0.27999999999999997,40,0.0,50.0,0.9970984993752408,0.9956965977464758
-0.9574873414605429,-0.11085006421142038,-0.5110528578731421,0.08536481607565034,0.06322986795187699,0.27999999999999997,50,0.0,50.0,0.9981326405725146,0.9972025648644921
-0.7952508964913645,-0.09202861122040205,-0.4244262994255831,0.07093967220456385,0.05253593534588682,0.27999999999999997,60,0.0,50.0,0.9986982766035492,0.9980378333298741
-0.6800366927205147,-0.07867192937115017,-0.3629157142632055,0.060685875462370226,0.04493665895383371,0.27999999999999997,70,0.0,50.0,0.999040042199256,0.9985475384216213
-0.5939868176234537,-0.06870147215642547,-0.3169799255532962,0.05302240492083413,0.039258355494686856,0.27999999999999997,80,0.0,50.0,0.99926146336649,0.9988803914177932
-0.5272705593494974,-0.06097425645688702,-0.28136763198362014,0.047077668482488955,0.034854288837161886,0.27999999999999997,90,0.0,50.0,0.999412461687214,0.9991089571278883
-0.474029564189568,-0.05480971205551019,-0.2529499452181923,0.04233170317004819,0.0313387704698488,0.27999999999999997,100,0.0,50.0,0.9995196910723672,0.9992724497026031
-2.079562307860699,-0.2311470753665791,-1.0942139590840902,0.22140695444824804,0.15532512423684755,0.3,20,0.0,50.0,0.9901991641431765,0.9860476980189276
-1.3735437028122912,-0.14922809204143986,-0.721908653944124,0.14769452723922213,0.102222935942037,0.3,30,0.0,50.0,0.995639541921355,0.9935606934056231
-1.0224357370494828,-0.11092277774970132,-0.537279682965055,0.11007093072072384,0.07612574808947954,0.3,40,0.0,50.0,0.997551864539822,0.9963195199947745
-0.8141938083814309,-0.08827392270286695,-0.42780654217509206,0.08770934510036228,0.06064076412933915,0.3,50,0.0,50.0,0.9984386116299727,0.9976274499904406
-0.6764261187815936,-0.07330582872073738,-0.35539385838928145,0.07289988439663203,0.05039095324961256,0.3,60,0.0,50.0,0.9989180940720225,0.9983452229941961
-0.5785372148721399,-0.06267810214282743,-0.30394801158650697,0.06236955631778945,0.04310541024372745,0.3,70,0.0,50.0,0.999205110982383,0.9987795886458485
-0.5054006808722514,-0.05474191957737546,-0.2655141388462065,0.054497731127074164,0.03766062832016838,0.3,80,0.0,50.0,0.999389553120839,0.9990612931712884
-0.4486814730077263,-0.048589703439292746,-0.2357096591744308,0.04839043188613175,0.03343718853420508,0.3,90,0.0,50.0,0.9995144938906835,0.9992537155902186
-0.40340924734766764,-0.04368068840434571,-0.2119215010500371,0.04351412107494396,0.030065564973606716,0.3,100,0.0,50.0,0.9996026157969542,0.999390526299134
-1.784946597014379,-0.18229854741442125,-0.9273596021825478,0.22827732210503618,0.14034122975884533,0.31999999999999995,20,0.0,50.0,0.9913651804988733,0.9875719838384134
-1.1821257059441903,-0.11808918749835969,-0.6136066934720193,0.1523188320739246,0.09261412930526929,0.31999999999999995,30,0.0,50.0,0.9962606821993891,0.9943958793169405
-0.8806653064033396,-0.08785812058510704,-0.4570665657794457,0.1135694915145578,0.06900836356655982,0.31999999999999995,40,0.0,50.0,0.9979309517151137,0.9968378785265992
-0.7015959478524578,-0.06995114621798729,-0.364099485920016,0.09051914076210645,0.054985644005837025,0.31999999999999995,50,0.0,50.0,0.9986920165972546,0.9979777466567514
-0.583034586839012,-0.05810641592315448,-0.3025540926394946,0.07524634669433843,0.04569889283703164,0.31999999999999995,60,0.0,50.0,0.9990986563779919,0.9985967032320161
-0.4987508023777502,-0.0496917998812275,-0.2588062579477791,0.06438344623911493,0.039095832165400926,0.31999999999999995,70,0.0,50.0,0.9993397987505764,0.9989682831649681
-0.4357577327220146,-0.043405928454688186,-0.22611169086391428,0.056261440036887274,0.0341600704910905,0.31999999999999995,80,0.0,50.0,0.9994935051099543,0.9992076767408272
-0.38689286748804186,-0.03853175077425807,-0.20075126299331894,0.049959162386472786,0.03033090128963153,0.31999999999999995,90,0.0,50.0,0.9995970714557701,0.9993704682419935
-0.34788241338126996,-0.034641728583779195,-0.18050603630712422,0.04492664464769831,0.027273687902161014,0.31999999999999995,100,0.0,50.0,0.9996696610656017,0.9994856538929294
-1.5536289634951088,-0.1427089298224494,-0.7994371507454336,0.235704912592489,0.12130102605753876,0.33999999999999997,20,0.0,50.0,0.9923966074546519,0.9889110571103772
-1.0314860437660178,-0.0927011436543507,-0.5303949088876784,0.15738192576079446,0.0802462284852946,0.33999999999999997,30,0.0,50.0,0.9967967500867053,0.9951131419492917
-0.7690167723491478,-0.06903609017301195,-0.39539784935751765,0.11739402330370823,0.059827554602337386,0.33999999999999997,40,0.0,50.0,0.998252941741709,0.9972765112425256
-0.6128914469200232,-0.0549925527363101,-0.31510646594233827,0.09358821712813985,0.047684115940756146,0.33999999999999997,50,0.0,50.0,0.9989050710701886,0.9982712914352719
-0.5094459601466029,-0.04569463223237785,-0.26191142483422386,0.0778081615984734,0.03963748639645579,0.33999999999999997,60,0.0,50.0,0.9992491775522616,0.9988057983595993
-0.43587401669642156,-0.03908547171336705,-0.22408071576772393,0.06658152488766596,0.03391423782878758,0.33999999999999997,70,0.0,50.0,0.9994513230692658,0.9991242216346816
-0.380869398850217,-0.034146359973467794,-0.19579869703105418,0.05818606722564823,0.029635152023289563,0.33999999999999997,80,0.0,50.0,0.9995792796432593,0.999328223110747
-0.33819135932593053,-0.030315386126291834,-0.17385553506587778,0.05167076769360436,0.026314883751950322,0.33999999999999997,90,0.0,50.0,0.999664812941332,0.9994661445008892
-0.30411396579051586,-0.027257266371922693,-0.15633498068672472,0.04646764112433533,0.02366364616222187,0.33999999999999997,100,0.0,50.0,0.9997243777035245,0.9995633028101246
-1.3675818037114325,-0.11002902625542625,-0.6987678591883006,0.24276701350671037,0.10021140760416637,0.36,20,0.0,50.0,0.9933115877646591,0.9901019642217352
-0.9100467920552778,-0.0716230311638787,-0.46476969971164867,0.1622493334301361,0.06643880542414822,0.36,30,0.0,50.0,0.9972600654930585,0.9957359552897507
-0.6789581100696591,-0.05339710870219321,-0.3467389354411239,0.12107418572931086,0.04956436409234896,0.36,40,0.0,50.0,0.998526909071042,0.9976518091176745
-0.5413206497782254,-0.04255922542669875,-0.27644060806708404,0.09654301981090473,0.039516712316223446,0.36,50,0.0,50.0,0.9990842136485039,0.9985197113128542
-0.45006186488400296,-0.035375954153969436,-0.22983165029898298,0.08027549580185533,0.03285478132631727,0.36,60,0.0,50.0,0.9993746812374236,0.9989814033052253
-0.38512874775091394,-0.03026650903927379,-0.19666910211047894,0.06869909645049507,0.02811463356742147,0.36,70,0.0,50.0,0.9995437200872943,0.9992544277419098
-0.3365679596341261,-0.026446406266658666,-0.1718688364453993,0.0600405695878953,0.024569671936765056,0.36,80,0.0,50.0,0.9996498625923246,0.9994283052285188
-0.29888122285642715,-0.023482394492327432,-0.15262241475499358,0.05332026284887764,0.021818520478810128,0.36,90,0.0,50.0,0.999720415715452,0.9995453741778108
-0.2687840837155941,-0.021115738417860755,-0.1372522304784009,0.04795290025947212,0.019621412965191952,0.36,100,0.0,50.0,0.9997690833012949,0.9996273545807917
-1.210769702570068,-0.08241541857382714,-0.6155110552415202,0.24798359484438326,0.07819091273603604,0.37999999999999995,20,0.0,50.0,0.9941152363251499,0.991169772875464
-0.8074217061943814,-0.05372543414102001,-0.41035898481785527,0.16591748796461994,0.051939302997374905,0.37999999999999995,30,0.0,50.0,0.9976561106667725,0.9962804995739712
-0.6028185799832544,-0.04010914027005748,-0.30638084214430283,0.1238657144010812,0.03877596933565463,0.37999999999999995,40,0.0,50.0,0.9987573319693125,0.997974898999914
-0.48079973511461765,-0.03199176713779452,-0.24436597782450092,0.09879220580607102,0.030927256540828292,0.37999999999999995,50,0.0,50.0,0.9992330658503685,0.9987312227269028
-0.3998403718640493,-0.026604162195065572,-0.20321807736248437,0.08215774875780388,0.02571952080330767,0.37999999999999995,60,0.0,50.0,0.9994780878882897,0.9991297717462007
