tf,full,full_orig,interm,interm_orig,sta
0.05,0.37154398469611194,0.3681145646687163,0.2610981116643636,0.26872136762218407,0.24254772332561647
0.05454545454545454,0.32443348627446067,0.3250442546305641,0.24299412804115278,0.24814456060156584,0.2292271902190798
0.05909090909090909,0.28240564514796473,0.2880320413944669,0.21057380691287006,0.21396275295120046,0.20214402602305276
0.06363636363636363,0.2451038004515856,0.2574919665960165,0.17382453370298936,0.17658384153591158,0.16763831180537053
0.06818181818181818,0.2115167453629707,0.23254524074790822,0.13747925555261958,0.13994361685799245,0.13235604625168854
0.07272727272727272,0.1809667211565921,0.2122078572675328,0.10211946180052905,0.10443756444588166,0.09768666329691451
0.07727272727272727,0.15307355385384,0.19563310542712825,0.06806322758565052,0.07043237757030656,0.0638999179955447
0.08181818181818182,0.12764716630657888,0.18212002968812585,0.03588655463226439,0.03852427783974715,0.031495022801528015
0.08636363636363636,0.10460614354841348,0.17110220044913288,0.006130638447262563,0.00924072672968561,0.0010236635577356074
0.09090909090909091,0.08391222076222851,0.16212799539785736,0.02081485222263584,0.017053882792835824,0.027080231582741778
0.09545454545454546,0.06552710313037471,0.15483467913738438,0.04471576857801822,0.04015583000323978,0.052526457181223944
0.1,0.049390441363455655,0.14892527703622394,0.06547472089777055,0.06000165853801115,0.07515402200592833
0.10454545454545454,0.03541238455615746,0.14415182965063586,0.08310854721384038,0.07664400559657113,0.09491125299467051
0.10909090909090909,0.023474544138347358,0.14030450573973555,0.0977248439130077,0.09022637201806663,0.1118354872242833
0.11363636363636363,0.01343506920286011,0.13720436378821382,0.10949952808303182,0.10095907066121168,0.12603349444730708
0.11818181818181818,0.005135497403500271,0.13469875147920998,0.1186564809187467,0.10909752608511007,0.13766369356977626
0.12272727272727273,0.0015923618535529413,0.13265795184205165,0.12544986544774211,0.11492354598877932,0.1469204682870263
0.12727272727272726,0.006920047941723259,0.13097261522487144,0.1301491813277412,0.11872969358402757,0.15402065848049284
0.1318181818181818,0.011017154382015601,0.12955153016243204,0.13302707755670706,0.12080672226069436,0.1591922506101434
0.13636363636363635,0.014046945274365764,0.12831953095791437,0.13434972319765767,0.12143393267799019,0.16266518921451265
0.1409090909090909,0.016163359710974576,0.127215348234191,0.13436960220429847,0.12087212998935917,0.1646640025699574
0.14545454545454545,0.017508650006859687,0.12618962562186387,0.1333204116231093,0.11935897382015546,0.16540237398357588
0.15,0.018212231554242602,0.12520286430233277,0.13141385016831342,0.11710630919856888,0.16507917984467496
0.15454545454545454,0.018389848514118044,0.12422366102998718,0.12883798199813562,0.11429917160624117,0.16387600591905738
0.1590909090909091,0.018143673244752884,0.12322698189482216,0.12575684504072027,0.11109603573656096,0.16195574143881758
0.16363636363636364,0.017562686046345324,0.12219271669363854,0.12231109076754852,0.10763010971445472,0.15946226533241714
0.16818181818181818,0.016723380602145493,0.12110444395246024,0.11861928623940463,0.10401117735914106,0.15652077592277142
0.17272727272727273,0.015690744036176176,0.11994846228497266,0.11477972135661006,0.10032806584125674,0.15323872268391342
0.17727272727272728,0.014519200453200064,0.11871307932844205,0.11087245674126568,0.09665081287318013,0.1497070176462564
0.18181818181818182,0.013254191170675448,0.11738805583969628,0.10696151214577339,0.09303353216080237,0.14600200188026358
0.18636363636363637,0.011932470757687713,0.11596434110798817,0.10309700646893362,0.08951656053209142,0.14218622644212198
0.19090909090909092,0.010583999648504618,0.11443414014559734,0.09931718865570702,0.08612883548062507,0.13831092954147284
0.19545454545454546,0.009232582817287819,0.11278960816009932,0.09565037477604331,0.08288987136352907,0.1344166761737158
0.2,0.007896906286573196,0.1110254291497553,0.09211658010103821,0.07981156500759039,0.13053770975863427
0.20454545454545456,0.006591324094025108,0.10913643871337222,0.08872922018345386,0.07689968718214131,0.1266976635239944
0.20909090909090908,0.005326725103613152,0.10711903085714816,0.08549588325090697,0.07415524617492918,0.1229162151447724
0.21363636363636362,0.004111063026794555,0.10497098265416864,0.08242011507988921,0.07157557056333891,0.11920803221576162
0.21818181818181817,0.0029500430735070835,0.10269169268515126,0.07950200937057725,0.06915551614503697,0.115583202311807
0.22272727272727272,0.0018477314664162264,0.10028240278204069,0.07673887147400454,0.06688724943391999,0.11204927733687403
0.22727272727272727,0.0008060523202030051,0.0977450483597034,0.07412663691874133,0.0647619838508666,0.10861088883309963
0.2318181818181818,0.0001723273842108112,0.0950853325350272,0.07165828895446688,0.06276254903803859,0.10526862166272634
0.23636363636363636,0.0010896875566913464,0.09230933605209554,0.06932816505285322,0.060902526986987365,0.10202468387737204
0.2409090909090909,0.0019440383398722462,0.08942409896067625,0.06712659182862989,0.059146895271459714,0.09888195143406282
0.24545454545454545,0.0027360837966973355,0.08644090024657054,0.06504672261900539,0.05749518239567341,0.09582990961166561
0.25,0.003467009886749798,0.08336990269186843,0.06308053309660308,0.0559350320907663,0.09287526828191311
0.2545454545454545,0.004137985290392534,0.08022316346623726,0.06121894943873988,0.05445889819129791,0.09001260859203164
0.2590909090909091,0.004750208143664333,0.07701483559772855,0.05945445664921843,0.053056466493704074,0.08723934268474264
0.2636363636363636,0.005305401641045727,0.0737707065236082,0.05777877315824556,0.051719662691823584,0.08455250560610456
0.2681818181818182,0.005804761175291981,0.07047037286095278,0.056184572137317326,0.05044067672717331,0.08194973150411199
0.2727272727272727,0.006249995246541211,0.06716371259461373,0.054664687088023696,0.04921212197624984,0.07942674769518993
0.2772727272727273,0.006642872231075687,0.06385522201294294,0.05321231133546249,0.04802808394233623,0.07698107954545881
